"","Z036","Z034","Z035","Z037","Z038","Z039","Z074","Z067","Z040","Z041","Z042","Z043","Z044","Z045","Z046","Z047","Z048","Z077","Z049","Z051","Z052","Z054","Z055","Z056","Z057","Z058","Z076","Z078","Z059","Z060","Z061","Z062","Z063","Z065","Z068","Z079","Z069","Z071"
"2003/7/9",0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.7,0,0,0,0,0,0,0,0,1.1,0,0,0,0.4,0
"2003/8/13",0,0.8,0.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4.5,14.3,0,2.2,0,0,0,0,0,0,0,0,4.7,0,0,0,4.9,0
"2003/9/10",0,71.8,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,49.5,0,1.6,0,98.9,0
"2003/10/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,48.8,0,1.7,0,0.7,0,0,0,0,0,0,15.6,0,0,0,14.6,0
"2003/11/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
"2003/12/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
"2004/1/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
"2004/2/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/3/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/4/7",0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
"2004/5/12",0,1,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/6/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/7/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/8/11",0,6.4,0,8.5,0,0,0,0,2.1,0,0,0,0,0,14.9,0,0,0,0,38.3,2.1,14.9,0,4.3,0,0,0,0,0,0,0,0,176.6,0,0,0,23.4,0
"2004/9/9",0,0,0,3.8,0,7.7,0,0,1.9,0,0,0,21.1,0,5.7,0,0,0,0,51.7,23,126.4,0,15.3,0,0,0,0,0,0,0,0,164.7,0,23,0,40.2,0
"2004/10/14",0,2.2,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,3.6,6.7,0,0,0,0,0,0,0,0,0.6,0,26,0,0.5,0,6,0
"2004/11/10",0,1.1,1.1,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1.1,5.3,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,10.6,0
"2004/12/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,3.8,0
"2005/1/12",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0
"2005/2/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0.9,0,2.6,0,0,0,0,0
"2005/3/9",0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0
"2005/4/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005/5/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0
"2005/6/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,3,0,0,0,0,0,0,0,0,0.4,0,0,0,19.8,0
"2005/7/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.5,0
"2005/8/10",0,0,6.4,35.1,0,3.2,0,3.2,9.6,0,0,0,0,0,0,0,0,0,63.8,0,3.2,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,47.9,0
"2005/9/8",0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,29.8,4.5,31.3,0,3,0,0,0,0,0,0,0,0,58.1,0,0,0,14.9,0
"2005/10/12",0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,11.7,0,0,0,0,0,0,0,0,0,0,134,0,0,0,2.1,0
"2005/11/9",0,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,23.9,0,0,0,0,0,0,0,0,0,0,164.9,0,0,0,16,0
"2005/12/7",0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,143.6,0,0,0,0,0,0,0,0,0,0,16,0,37.2,0,63.8,0
"2006/1/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0
"2006/2/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,1.1,0,0,0,0,0,0,4.3,0,2.1,0,0,0,0,0
"2006/3/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0
"2006/4/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"2006/5/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,2.3,0
"2006/6/7",0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.2,0,0,0,0,0,0,0,0,0,0,31.9,0,0,0,30.3,0
"2006/7/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,267,0,0,0,3.2,0
"2006/8/9",0,1.1,2.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,19.1,0,0,0,0,0,0,0,0,0,0,114.9,0,0,0,60.6,0
"2006/9/13",3.2,8,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2,0,0,0,0,0,0,0,0,0,1.6,97.3,0,0,0,122.9,0
"2006/10/11",0,21.1,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,3.5,131.1,0,2.3,0,1.2,0,0,0,0,0,0,44.5,0,0,0,77.2,0
"2006/11/8",0,114.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,395.7,0,0,0,0,0,0,0,0,0,0,70.2,0,0,0,166,0
"2006/12/13",0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,14.9,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,14.9,0
"2007/1/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,1.9,0
"2007/2/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007/3/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007/4/11",0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0.6,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007/5/9",0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2,0
"2007/6/13",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,0,0,0,0,0,0,116.8,0,0,0,18.9,0,68.3,0,309.8,0
"2007/7/11",0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,150,0
"2007/8/8",0,72.8,0,0,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,0,0,0,0,0,0,0,0,0,0,109.1,0,145.5,0,1394.7,0
"2007/10/10",0,36.2,0,0,0,66.7,0,0,0,0,0,0,91.5,0,0,17,0,0,2.1,0,0,183,0,6.4,0,0,0,0,0,0,0,0,112.8,0,25.5,0,163.8,2.1
"2007/11/7",0,35.1,1.9,0,0,27.8,0,0,0,0,0,0,7,0,0,2.3,0,0,0,0,0,70.2,0,0,0,0,0,0,0,0,0,0,28.1,0,4.7,0,156.8,0
"2007/12/12",0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9.6,0
"2008/1/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0
"2008/2/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,26.1,0,0,0,0,0
"2008/3/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.9,25.5,0,0.4,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0
"2008/5/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,215.3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0
"2008/6/11",0,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.6,0,0,0,0,0,0,0,0,0,0,4,0,4,0,198.1,0
"2008/7/9",0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,25.9,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1.5,0
"2008/8/6",0,1.1,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8,0,1.1,0,0,0,0,0,0,0,0,10.6,0,0,0,30.9,0
"2008/9/10",0,35.7,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.3,0,0,0,0,0,0,0,0,0,0,150.6,0,0,0,165.5,0
"2008/10/8",0,26.8,4.5,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.1,0,0,0,0,0,0,0,0,0,0,109.5,0,0,0,71.5,0
"2008/11/12",0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,40.1,0,0,0,49.3,0
"2008/12/10",0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,4.4,0
"2009/1/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0
"2009/2/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,0,0
"2009/3/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3.5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"2009/4/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,23.8,0,0,0,0,0,0,0,0,0,0,119.1,0,0,0,0,0
"2009/5/13",0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.8,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,5.1,0
"2009/6/10",0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
"2009/8/12",0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.9,0,23.8,0,0,0,0,0,0,0,0,10.2,0,0,0,180.4,0
"2009/9/9",0,3.2,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,239.4,0,6.4,0,0,0,0,0,0,0,0,97.3,0,0,0,25.5,0
"2009/10/7",0,2.8,2.8,0,0,0,0,0,0,0,0,0,4.1,0,0,6.9,0,0,1.4,0,0,120.3,0,1.4,0,0,0,0,0,0,0,0,59.5,0,0,0,29,0
"2009/11/11",0,1.1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,77.7,0,1.1,0,0,0,0,0,0,0,0,174.5,0,3.2,0,36.2,0
"2009/12/9",0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.6,0,0,0,0,0,0,0,0,0,0,59.4,0,1.9,0,6.7,0
"2010/1/14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,41.6,0,0,0,0,0,0,0,0,0,0,14.8,0,7.8,0,0,0
"2010/2/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1,0,0,0,0,0,0,0,0,0,0,76.6,0,0.5,0,0.5,0
"2010/3/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,51.9,1.7,0,0,0,0,0,0,0,0,0,22.1,0,0,0,0,0
"2010/4/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2.1,68.1,0,0,0,0,0,0,0,0,0,0,30.9,0,0,0,0,0
"2010/5/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,3,313.2,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0
"2010/6/9",0,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.7,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,111.1,0
"2010/7/7",0,0,0,0,0,43.8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,16.9,0,0,0,77.3,0
"2010/8/18",0,7.7,0,0,0,7.7,0,0,0,0,0,0,5.1,0,0,12.8,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,158.3,0,0,0,183.8,0
"2010/9/8",0,0,2,0,0,32.3,0,0,0,0,0,0,4,0,0,6.1,0,0,0,0,0,10.1,0,16.2,0,0,0,0,0,0,0,0,52.6,0,0,0,179.9,0
"2010/10/13",0,2.7,13.3,0,0,2.7,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,2.7,164.9,0,0,0,0,0,0,0,0,0,0,37.2,0,0,0,172.9,0
"2010/11/10",0,3.7,14.1,0,0,1.5,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,2.2,14.1,0,0,0,0,0,0,0,0,0,0,67,0,0,0,7.4,0
"2010/12/8",0,2.2,11.2,0,0,6.7,0,0,0,0,0,0,0,0,0,116.2,0,0,0,0,11.2,107.2,0,0,0,0,0,0,0,0,0,0,143,0,0,0,2.2,0
"2011/1/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,0,0,0,0,0,28.9,0,0,0,0,0,0,0,0,0,0,363.5,0,1.8,0,0,0
"2011/2/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,33.2,0,0,0,0,0
"2011/3/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7,0,1.5,56.6,1.5,0,0,0,0,0,0,0,0,0,93.8,0,0,0,0,0
"2011/4/13",0,0,0,5.9,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,2.9,146.1,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0
"2011/5/11",0,2.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,52.2,0,0,0,0,18.1,356,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,36.8,0
"2011/6/8",0,202.6,95.7,0,0,6.4,0,0,0,0,0,0,0,0,0,107.2,0,0,0,0,143,202.6,0,0,0,0,0,0,0,0,0,0,83.4,11.9,0,0,786.4,0
"2011/7/6",0,128.9,0,43,0,13.9,0,0,0,0,0,0,10.7,0,0,107.4,0,0,86,0,279.4,1096,0,171.9,0,0,0,0,0,0,0,0,1224.9,0,0,0,268.6,0
"2011/8/10",0,1.7,3,3.4,0,1.5,0,0,5.1,0,0,0,1.7,0,0,146.4,0,0,5.1,1.5,17,15.3,0,11.9,8.5,0,0,0,0,0,0,0,49.4,15.3,0,0,15.3,0
"2011/9/7",0,0,0,0,0,3.9,0,0,0,0,0,0,12.1,0,0,2,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,12.2,0,4.1,0,85.3,0
"2011/10/12",0,33.2,3.2,0,0,0.6,0,0,0,0,0,0,27.7,0,0,11.1,0,0,0,0,0,33.2,0,16.6,0,0,0,0,0,0,0,0,431.5,0,215.7,0,33.2,0
"2011/11/9",0,6.5,42.8,0,0,1.2,0,0,0.6,0,0,0,9.9,0,0,0,0,0,15.7,0,9.6,20.6,0,0,0,0,0,0,0,0,0,0,139.1,0,1.6,0,6.3,0
"2011/12/7",0.9,45.4,24.3,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,155.7,0,6.5,0,0,0,0,0,0,0,0,240.1,0,19.6,0,6.5,0
"2012/1/11",0,0,0.4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,124.8,5.4,0,0,0,0,0,0,0,0,0,92.2,0,0,0,0,0
"2012/2/8",0,0,0,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,47.9,0,0,0,0,0,0,0,0,0,0,547.9,0,5.3,0,0,0
"2012/3/7",0,0,0,25.5,0,41.5,0,0,0,0,0,3.2,0,0,0,0,0,0,172.3,0,0,89.4,6.4,0,0,0,0,0,0,0,0,0,92.6,0,0,0,0,0
